GO_ID	bias_source
GO:0007043	very_long
GO:0099173	very_long
GO:0034766	very_long
GO:0032411	very_long
GO:0003013	very_long
GO:0050771	very_long
GO:0031344	very_long
GO:0086002	very_long
GO:0090066	very_long
GO:0016358	very_long
GO:0098901	very_long
GO:0061564	very_long
GO:0007416	very_long
GO:0034762	very_long
GO:1903115	very_long
GO:0010976	very_long
GO:1901888	very_long
GO:0006875	very_long
GO:0048814	very_long
GO:0030036	very_long
GO:0008015	very_long
GO:0030029	very_long
GO:0021987	very_long
GO:0015672	very_long
GO:0010720	very_long
GO:0048167	very_long
GO:0034763	very_long
GO:0098900	very_long
GO:0007605	very_long
GO:0031646	very_long
GO:0007157	very_long
GO:0051282	very_long
GO:0006029	very_long
GO:0021953	very_long
GO:0061337	very_long
GO:0048588	very_long
GO:0051893	very_long
GO:0006936	very_long
GO:0010975	very_long
GO:0048638	very_long
GO:0072511	very_long
GO:0070509	very_long
GO:0008038	very_long
GO:1903779	very_long
GO:0051705	very_long
GO:2000146	very_long
GO:0050773	very_long
GO:0098916	very_long
GO:0022898	very_long
GO:0032970	very_long
GO:0048013	very_long
GO:0055117	very_long
GO:0019932	very_long
GO:0021537	very_long
GO:0050769	very_long
GO:2001257	very_long
GO:0006816	very_long
GO:0030001	very_long
GO:0034330	very_long
GO:0006937	very_long
GO:0032990	very_long
GO:1904063	very_long
GO:0034332	very_long
GO:0060322	very_long
GO:0051966	very_long
GO:0098815	very_long
GO:0098609	very_long
GO:0060047	very_long
GO:0007411	very_long
GO:0006935	very_long
GO:0007156	very_long
GO:0007611	very_long
GO:0043269	very_long
GO:0007268	very_long
GO:0001508	very_long
GO:0030166	very_long
GO:0086091	very_long
GO:0001764	very_long
GO:0099177	very_long
GO:0040007	very_long
GO:0086003	very_long
GO:0010770	very_long
GO:0071804	very_long
GO:0120039	very_long
GO:0045664	very_long
GO:1900449	very_long
GO:0035176	very_long
GO:0055065	very_long
GO:0050848	very_long
GO:0010880	very_long
GO:0051209	very_long
GO:0019933	very_long
GO:0070838	very_long
GO:0021954	very_long
GO:0099537	very_long
GO:0007409	very_long
GO:0051965	very_long
GO:1902305	very_long
GO:0030900	very_long
GO:0006813	very_long
GO:0099643	very_long
GO:0086004	very_long
GO:0099601	very_long
GO:0032412	very_long
GO:0021543	very_long
GO:0051480	very_long
GO:0002027	very_long
GO:1904645	very_long
GO:0007417	very_long
GO:0106027	very_long
GO:0007612	very_long
GO:0001952	very_long
GO:0016049	very_long
GO:0003012	very_long
GO:0071805	very_long
GO:0010469	very_long
GO:0048813	very_long
GO:0035249	very_long
GO:0010959	very_long
GO:0010977	very_long
GO:0072503	very_long
GO:0051283	very_long
GO:0051271	very_long
GO:0051963	very_long
GO:0015629	very_long
GO:0099572	very_long
GO:0032421	very_long
GO:0099568	very_long
GO:0098862	very_long
GO:0034704	very_long
GO:0098794	very_long
GO:0005891	very_long
GO:0042734	very_long
GO:0030018	very_long
GO:0098978	very_long
GO:0030017	very_long
GO:0030315	very_long
GO:0098984	very_long
GO:0032279	very_long
GO:0043025	very_long
GO:0031252	very_long
GO:0034702	very_long
GO:0005911	very_long
GO:0070161	very_long
GO:0031674	very_long
GO:0032589	very_long
GO:0043197	very_long
GO:0042383	very_long
GO:0044304	very_long
GO:0034705	very_long
GO:0098797	very_long
GO:0008328	very_long
GO:0019897	very_long
GO:0008076	very_long
GO:0043292	very_long
GO:0014069	very_long
GO:0044449	very_long
GO:0030016	very_long
GO:0036477	very_long
GO:1902495	very_long
GO:0098802	very_long
GO:0033267	very_long
GO:0098839	very_long
GO:1990351	very_long
GO:0097060	very_long
GO:0097447	very_long
GO:0043235	very_long
GO:0044297	very_long
GO:0045211	very_long
GO:0031256	very_long
GO:0098858	very_long
GO:0030427	very_long
GO:0030425	very_long
GO:0098793	very_long
GO:0044309	very_long
GO:0044456	very_long
GO:0005912	very_long
GO:0098878	very_long
GO:0016529	very_long
GO:0030175	very_long
GO:0030424	very_long
GO:0030286	very_long
GO:0034703	very_long
GO:0005938	very_long
GO:0031253	very_long
GO:0030426	very_long
GO:0016528	very_long
GO:0150034	very_long
GO:0099634	very_long
GO:0003777	very_long
GO:0005244	very_long
GO:0005001	very_long
GO:1904315	very_long
GO:0016247	very_long
GO:0099094	very_long
GO:0005249	very_long
GO:0044325	very_long
GO:0015267	very_long
GO:0022832	very_long
GO:0051020	very_long
GO:0005085	very_long
GO:0005089	very_long
GO:0005516	very_long
GO:0098960	very_long
GO:0042578	very_long
GO:0015276	very_long
GO:0022839	very_long
GO:0022838	very_long
GO:0031267	very_long
GO:1990939	very_long
GO:0001540	very_long
GO:0017016	very_long
GO:0004725	very_long
GO:0004114	very_long
GO:0005096	very_long
GO:0015079	very_long
GO:0005261	very_long
GO:0004714	very_long
GO:0060090	very_long
GO:0022836	very_long
GO:0015085	very_long
GO:0046873	very_long
GO:0008047	very_long
GO:0019199	very_long
GO:0050839	very_long
GO:0005245	very_long
GO:0015459	very_long
GO:0005216	very_long
GO:0008066	very_long
GO:0005230	very_long
GO:0019198	very_long
GO:0022843	very_long
GO:0060589	very_long
GO:0030695	very_long
GO:0008081	very_long
GO:0099106	very_long
GO:0045505	very_long
GO:0004112	very_long
GO:0099529	very_long
GO:0030594	very_long
GO:0022835	very_long
GO:0003779	very_long
GO:0022824	very_long
GO:0022803	very_long
GO:0022834	very_long
GO:0004970	very_long
GO:0003774	very_long
GO:0005262	very_long
GO:0005088	very_long
GO:0005267	very_long
OLFACTORY SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 70%381753	very_low_GC
GPCR DOWNSTREAM SIGNALLING%REACTOME%R-HSA-388396.6	very_low_GC
G ALPHA (S) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 70%418555	very_low_GC
GO:0007606	very_low_GC
GO:0007186	very_low_GC
GO:0071944	very_low_GC
GO:0005886	very_low_GC
GO:0060089	very_low_GC
GO:0004888	very_low_GC
GO:0038023	very_low_GC
PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY	very_short
DOWNSTREAM SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DOWNSTREAM SIGNALING IN NAIVE CD8+ T CELLS	very_short
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	very_short
EPIGENETIC REGULATION OF GENE EXPRESSION%REACTOME%R-HSA-212165.2	very_short
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME DATABASE ID RELEASE 70%2173782	very_short
CHROMATIN MODIFYING ENZYMES%REACTOME%R-HSA-3247509.4	very_short
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF HSCS%REACTOME DATABASE ID RELEASE 70%8939236	very_short
POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 70%5250913	very_short
PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME DATABASE ID RELEASE 70%5693607	very_short
SIGNALING BY WNT%REACTOME DATABASE ID RELEASE 70%195721	very_short
BASE EXCISION REPAIR%REACTOME DATABASE ID RELEASE 70%73884	very_short
TRANSCRIPTIONAL REGULATION OF GRANULOPOIESIS%REACTOME DATABASE ID RELEASE 70%9616222	very_short
RMTS METHYLATE HISTONE ARGININES%REACTOME%R-HSA-3214858.2	very_short
RNA POLYMERASE I PROMOTER CLEARANCE%REACTOME%R-HSA-73854.3	very_short
MEIOTIC SYNAPSIS%REACTOME DATABASE ID RELEASE 70%1221632	very_short
AMYLOID FIBER FORMATION%REACTOME DATABASE ID RELEASE 70%977225	very_short
ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME%R-HSA-2730905.2	very_short
RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME%R-HSA-8936459.1	very_short
CLEAVAGE OF THE DAMAGED PURINE%REACTOME%R-HSA-110331.2	very_short
CLEAVAGE OF THE DAMAGED PYRIMIDINE%REACTOME DATABASE ID RELEASE 70%110329	very_short
NORC NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-427413.2	very_short
OLFACTORY SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 70%381753	very_short
INTERLEUKIN-7 SIGNALING%REACTOME%R-HSA-1266695.7	very_short
DNA DOUBLE STRAND BREAK RESPONSE%REACTOME%R-HSA-5693606.1	very_short
SIGNALING BY NOTCH%REACTOME%R-HSA-157118.4	very_short
DDX58 IFIH1-MEDIATED INDUCTION OF INTERFERON-ALPHA BETA%REACTOME%R-HSA-168928.4	very_short
METALLOPROTEASE DUBS%REACTOME DATABASE ID RELEASE 70%5689901	very_short
NONHOMOLOGOUS END-JOINING (NHEJ)%REACTOME DATABASE ID RELEASE 70%5693571	very_short
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME%R-HSA-1912422.1	very_short
PRE-NOTCH TRANSCRIPTION AND TRANSLATION%REACTOME DATABASE ID RELEASE 70%1912408	very_short
FORMATION OF THE CORNIFIED ENVELOPE%REACTOME DATABASE ID RELEASE 70%6809371	very_short
FCERI MEDIATED MAPK ACTIVATION%REACTOME DATABASE ID RELEASE 70%2871796	very_short
INITIAL TRIGGERING OF COMPLEMENT%REACTOME DATABASE ID RELEASE 70%166663	very_short
CD22 MEDIATED BCR REGULATION%REACTOME DATABASE ID RELEASE 70%5690714	very_short
CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.2	very_short
TRANSCRIPTIONAL REGULATION BY RUNX1%REACTOME DATABASE ID RELEASE 70%8878171	very_short
RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME%R-HSA-5693565.2	very_short
SIGNALING BY NUCLEAR RECEPTORS%REACTOME%R-HSA-9006931.5	very_short
UB-SPECIFIC PROCESSING PROTEASES%REACTOME DATABASE ID RELEASE 70%5689880	very_short
MEIOTIC RECOMBINATION%REACTOME%R-HSA-912446.2	very_short
ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME%R-HSA-5619507.3	very_short
PKMTS METHYLATE HISTONE LYSINES%REACTOME%R-HSA-3214841.3	very_short
ROLE OF PHOSPHOLIPIDS IN PHAGOCYTOSIS%REACTOME%R-HSA-2029485.1	very_short
ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME DATABASE ID RELEASE 70%5617472	very_short
DEPYRIMIDINATION%REACTOME%R-HSA-73928.1	very_short
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.2	very_short
RNA POLYMERASE I PROMOTER OPENING%REACTOME%R-HSA-73728.2	very_short
HDMS DEMETHYLATE HISTONES%REACTOME DATABASE ID RELEASE 70%3214842	very_short
CLASS C 3 (METABOTROPIC GLUTAMATE PHEROMONE RECEPTORS)%REACTOME%R-HSA-420499.1	very_short
FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION%REACTOME DATABASE ID RELEASE 70%983231	very_short
RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PURINE%REACTOME DATABASE ID RELEASE 70%110330	very_short
BASE-EXCISION REPAIR, AP SITE FORMATION%REACTOME%R-HSA-73929.2	very_short
REGULATION OF IFNA SIGNALING%REACTOME%R-HSA-912694.1	very_short
HDACS DEACETYLATE HISTONES%REACTOME DATABASE ID RELEASE 70%3214815	very_short
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 70%201681	very_short
RNA POLYMERASE I TRANSCRIPTION%REACTOME DATABASE ID RELEASE 70%73864	very_short
SCAVENGING OF HEME FROM PLASMA%REACTOME DATABASE ID RELEASE 70%2168880	very_short
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.3	very_short
DEPURINATION%REACTOME%R-HSA-73927.1	very_short
RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.1	very_short
CELLULAR SENESCENCE%REACTOME%R-HSA-2559583.4	very_short
REPRODUCTION%REACTOME%R-HSA-1474165.3	very_short
TELOMERE MAINTENANCE%REACTOME%R-HSA-157579.2	very_short
SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME%R-HSA-2559582.2	very_short
ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME DATABASE ID RELEASE 70%427389	very_short
DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME%R-HSA-606279.1	very_short
TRANSCRIPTIONAL REGULATION BY SMALL RNAS%REACTOME%R-HSA-5578749.3	very_short
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 70%201722	very_short
SIGNALING BY RHO GTPASES%REACTOME%R-HSA-194315.4	very_short
SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 70%427359	very_short
GPCR LIGAND BINDING%REACTOME%R-HSA-500792.3	very_short
CLASSICAL ANTIBODY-MEDIATED COMPLEMENT ACTIVATION%REACTOME DATABASE ID RELEASE 70%173623	very_short
CELLULAR RESPONSES TO STRESS%REACTOME%R-HSA-2262752.6	very_short
RHO GTPASE EFFECTORS%REACTOME DATABASE ID RELEASE 70%195258	very_short
INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.2	very_short
REGULATION OF COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 70%977606	very_short
CREATION OF C4 AND C2 ACTIVATORS%REACTOME%R-HSA-166786.2	very_short
KERATINIZATION%REACTOME%R-HSA-6805567.2	very_short
MEIOSIS%REACTOME%R-HSA-1500620.2	very_short
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME%R-HSA-983695.3	very_short
E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS%REACTOME DATABASE ID RELEASE 70%8866654	very_short
HATS ACETYLATE HISTONES%REACTOME%R-HSA-3214847.1	very_short
CONDENSATION OF PROPHASE CHROMOSOMES%REACTOME%R-HSA-2299718.1	very_short
HOMOLOGY DIRECTED REPAIR%REACTOME%R-HSA-5693538.2	very_short
UCH PROTEINASES%REACTOME DATABASE ID RELEASE 70%5689603	very_short
G2 M DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69473.4	very_short
OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559580.4	very_short
PACKAGING OF TELOMERE ENDS%REACTOME%R-HSA-171306.1	very_short
CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 70%4839726	very_short
ESTROGEN-DEPENDENT GENE EXPRESSION%REACTOME DATABASE ID RELEASE 70%9018519	very_short
RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PYRIMIDINE%REACTOME%R-HSA-110328.2	very_short
MITOTIC PROPHASE%REACTOME%R-HSA-68875.4	very_short
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 70%5693567	very_short
RNA POLYMERASE I PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 70%73772	very_short
DNA METHYLATION%REACTOME%R-HSA-5334118.1	very_short
ESR-MEDIATED SIGNALING%REACTOME%R-HSA-8939211.2	very_short
DNA REPAIR%REACTOME%R-HSA-73894.3	very_short
NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 70%5250941	very_short
M PHASE%REACTOME%R-HSA-68886.3	very_short
ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR (ANDROGEN RECEPTOR) REGULATED GENES KLK2 AND KLK3%REACTOME DATABASE ID RELEASE 70%5625886	very_short
DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.3	very_short
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME%R-HSA-5693532.3	very_short
FCGR ACTIVATION%REACTOME%R-HSA-2029481.1	very_short
FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.1	very_short
GENE SILENCING BY RNA%REACTOME%R-HSA-211000.2	very_short
NUCLEOSOME ASSEMBLY%REACTOME DATABASE ID RELEASE 70%774815	very_short
PRC2 METHYLATES HISTONES AND DNA%REACTOME%R-HSA-212300.1	very_short
TRAF6 MEDIATED IRF7 ACTIVATION%REACTOME DATABASE ID RELEASE 70%933541	very_short
CELLULAR RESPONSES TO EXTERNAL STIMULI%REACTOME DATABASE ID RELEASE 70%8953897	very_short
MIRNA REGULATION OF PROSTATE CANCER SIGNALING PATHWAYS%WIKIPATHWAYS_20190910%WP3981%HOMO SAPIENS	very_short
PARKINSONS DISEASE PATHWAY%WIKIPATHWAYS_20190910%WP2371%HOMO SAPIENS	very_short
MIRNA TARGETS IN ECM AND MEMBRANE RECEPTORS%WIKIPATHWAYS_20190910%WP2911%HOMO SAPIENS	very_short
MIRNA REGULATION OF P53 PATHWAY IN PROSTATE CANCER%WIKIPATHWAYS_20190910%WP3982%HOMO SAPIENS	very_short
